filename,xmin,ymin,xmax,ymax,label
img109.png,812,244,865,302,plane
img109.png,753,350,830,426,plane
img109.png,449,110,523,180,plane
img11.png,553,325,628,403,plane
img11.png,344,317,442,411,plane
img11.png,313,532,394,615,plane
img11.png,127,175,160,210,plane
img11.png,787,48,856,117,plane
img11.png,147,300,196,350,plane
img11.png,54,368,115,438,plane
img11.png,202,572,266,631,plane
img110.png,582,171,650,240,plane
img110.png,290,249,383,335,plane
img110.png,728,369,762,401,plane
img110.png,879,124,934,176,plane
img110.png,183,603,245,663,plane
img110.png,732,469,773,512,plane
img110.png,55,211,132,286,plane
img110.png,857,510,898,552,plane
img111.png,170,119,233,185,plane
img111.png,216,367,287,436,plane
img111.png,628,337,727,433,plane
img111.png,540,354,636,449,plane
img111.png,372,60,412,100,plane
img111.png,190,503,287,603,plane
img111.png,723,80,807,161,plane
img111.png,132,309,223,395,plane
img111.png,739,515,804,581,plane
img111.png,522,224,611,303,plane
img111.png,820,320,882,390,plane
img112.png,400,336,475,417,plane
img113.png,861,523,914,573,plane
img113.png,811,150,913,252,plane
img113.png,504,440,580,517,plane
img114.png,235,422,276,464,plane
img114.png,808,460,852,505,plane
img114.png,452,244,517,308,plane
img114.png,906,535,944,571,plane
img115.png,39,350,133,444,plane
img115.png,282,169,355,239,plane
img115.png,415,247,482,317,plane
img115.png,289,389,387,487,plane
img115.png,468,267,538,332,plane
img115.png,260,551,347,637,plane
img115.png,778,454,846,520,plane
img115.png,725,98,816,192,plane
img115.png,706,291,783,367,plane
img115.png,875,159,920,207,plane
img115.png,367,306,475,413,plane
img115.png,573,586,634,645,plane
img115.png,365,160,417,215,plane
img116.png,214,71,288,147,plane
img116.png,41,355,145,458,plane
img116.png,297,444,340,489,plane
img116.png,323,237,377,287,plane
img116.png,429,576,489,636,plane
img116.png,323,308,390,374,plane
img116.png,429,306,479,358,plane
img116.png,178,401,272,493,plane
img117.png,274,441,318,484,plane
img117.png,557,142,623,209,plane
img117.png,613,257,658,305,plane
img117.png,104,309,141,345,plane
img117.png,176,187,248,258,plane
img117.png,55,26,147,119,plane
img117.png,633,312,710,392,plane
img117.png,503,72,561,129,plane
img118.png,361,135,443,215,plane
img118.png,603,584,638,616,plane
img118.png,232,576,321,665,plane
img118.png,150,113,212,175,plane
img118.png,45,118,80,152,plane
img118.png,908,389,955,440,plane
img118.png,479,108,573,205,plane
img118.png,868,194,923,249,plane
img119.png,164,133,252,222,plane
img119.png,221,78,301,159,plane
img119.png,606,326,648,370,plane
img119.png,540,153,590,206,plane
img119.png,900,516,972,591,plane
img119.png,137,90,190,142,plane
img119.png,829,509,889,571,plane
img119.png,861,308,896,342,plane
img119.png,413,281,484,353,plane
img119.png,562,154,621,216,plane
img119.png,112,318,172,374,plane
img119.png,192,316,285,408,plane
img119.png,453,423,517,489,plane
img12.png,445,335,498,394,plane
img12.png,221,307,266,351,plane
img12.png,255,566,298,609,plane
img12.png,693,325,744,376,plane
img12.png,396,500,441,544,plane
img12.png,80,569,150,635,plane
img12.png,402,383,466,449,plane
img12.png,820,78,904,161,plane
img12.png,250,253,347,351,plane
img12.png,299,496,388,583,plane
img12.png,736,49,779,93,plane
img12.png,672,49,751,128,plane
img120.png,334,408,406,482,plane
img120.png,534,146,603,214,plane
img120.png,827,80,908,160,plane
img120.png,217,354,273,412,plane
img120.png,523,358,572,415,plane
img120.png,353,466,392,505,plane
img120.png,611,359,668,419,plane
img120.png,229,507,306,584,plane
img120.png,469,128,511,169,plane
img120.png,394,199,487,292,plane
img120.png,283,80,379,170,plane
img120.png,789,597,829,637,plane
img120.png,52,27,109,88,plane
img120.png,406,63,461,116,plane
img121.png,484,205,539,259,plane
img121.png,502,51,553,103,plane
img121.png,846,115,913,185,plane
img121.png,653,155,751,253,plane
img121.png,323,27,382,95,plane
img121.png,293,207,328,244,plane
img121.png,839,570,913,647,plane
img121.png,579,219,629,266,plane
img121.png,335,340,399,402,plane
img121.png,296,596,360,656,plane
img121.png,627,139,663,177,plane
img121.png,710,135,766,186,plane
img121.png,483,224,591,332,plane
img122.png,380,303,437,364,plane
img122.png,318,473,356,511,plane
img123.png,880,477,910,504,plane
img123.png,343,535,401,591,plane
img123.png,543,76,579,111,plane
img123.png,872,136,928,190,plane
img123.png,475,158,511,200,plane
img123.png,765,466,846,546,plane
img123.png,672,576,765,664,plane
img123.png,120,546,180,606,plane
img124.png,198,81,291,170,plane
img124.png,575,193,646,262,plane
img124.png,807,416,855,464,plane
img124.png,339,373,403,434,plane
img125.png,879,355,949,423,plane
img125.png,563,111,645,193,plane
img125.png,479,28,536,86,plane
img125.png,363,117,443,193,plane
img126.png,809,246,875,314,plane
img126.png,881,547,931,598,plane
img126.png,824,97,888,164,plane
img126.png,340,375,426,461,plane
img126.png,443,395,525,475,plane
img126.png,126,556,188,620,plane
img126.png,123,416,205,501,plane
img126.png,655,532,718,593,plane
img126.png,239,50,279,88,plane
img126.png,802,283,910,392,plane
img126.png,462,373,535,452,plane
img127.png,172,541,228,599,plane
img127.png,850,438,908,495,plane
img127.png,190,170,263,241,plane
img127.png,429,160,494,215,plane
img127.png,562,329,604,371,plane
img127.png,175,571,234,628,plane
img127.png,63,436,111,483,plane
img127.png,292,435,335,478,plane
img127.png,848,607,902,665,plane
img127.png,50,219,136,301,plane
img128.png,281,296,351,369,plane
img128.png,847,133,915,199,plane
img128.png,656,429,723,488,plane
img128.png,904,300,942,340,plane
img128.png,870,293,932,354,plane
img128.png,115,89,212,182,plane
img128.png,806,558,845,593,plane
img128.png,860,351,940,429,plane
img128.png,187,26,262,103,plane
img128.png,649,574,720,646,plane
img128.png,51,215,123,283,plane
img128.png,148,172,215,241,plane
img128.png,178,164,214,205,plane
img128.png,303,331,352,386,plane
img129.png,808,416,888,499,plane
img129.png,666,59,736,128,plane
img129.png,603,458,641,495,plane
img129.png,544,442,641,531,plane
img129.png,862,158,954,250,plane
img129.png,796,122,859,185,plane
img129.png,280,515,349,586,plane
img129.png,687,526,778,614,plane
img129.png,628,188,700,251,plane
img129.png,533,579,581,629,plane
img129.png,368,617,405,652,plane
img13.png,627,275,711,358,plane
img13.png,134,53,199,123,plane
img130.png,649,127,743,222,plane
img131.png,399,504,487,593,plane
img131.png,886,62,932,107,plane
img131.png,866,551,957,642,plane
img131.png,345,422,417,492,plane
img131.png,189,212,294,318,plane
img131.png,586,164,679,254,plane
img131.png,506,601,579,668,plane
img131.png,569,280,650,358,plane
img132.png,873,277,912,317,plane
img132.png,136,154,204,221,plane
img132.png,546,461,588,503,plane
img132.png,103,127,176,202,plane
img132.png,21,461,103,545,plane
img132.png,857,204,921,270,plane
img132.png,389,591,464,662,plane
img132.png,247,77,289,120,plane
img132.png,238,400,318,479,plane
img133.png,519,371,592,443,plane
img134.png,658,299,721,359,plane
img134.png,748,72,821,144,plane
img134.png,404,287,466,351,plane
img135.png,661,224,709,271,plane
img135.png,674,578,710,611,plane
img135.png,133,301,214,381,plane
img135.png,73,575,142,646,plane
img135.png,134,494,195,555,plane
img135.png,857,531,902,573,plane
img135.png,59,237,126,307,plane
img135.png,225,192,299,269,plane
img135.png,771,321,807,355,plane
img135.png,792,313,873,392,plane
img135.png,444,71,498,120,plane
img135.png,413,528,485,596,plane
img135.png,838,95,915,180,plane
img136.png,85,193,136,247,plane
img136.png,193,270,231,305,plane
img136.png,351,119,433,198,plane
img136.png,841,526,890,577,plane
img136.png,359,447,391,476,plane
img136.png,758,570,829,644,plane
img136.png,716,340,781,402,plane
img136.png,552,97,597,144,plane
img136.png,764,418,820,476,plane
img136.png,108,96,170,157,plane
img136.png,772,325,835,389,plane
img136.png,544,474,589,518,plane
img136.png,89,343,167,422,plane
img137.png,859,590,911,641,plane
img137.png,798,540,857,597,plane
img137.png,120,129,164,172,plane
img137.png,226,396,307,477,plane
img137.png,402,128,475,204,plane
img137.png,157,148,238,221,plane
img137.png,835,152,888,207,plane
img137.png,377,183,456,263,plane
img137.png,138,113,223,195,plane
img137.png,152,565,225,640,plane
img137.png,825,497,927,600,plane
img137.png,759,172,846,249,plane
img137.png,767,474,825,535,plane
img137.png,659,193,734,268,plane
img137.png,216,60,270,112,plane
img138.png,291,101,390,198,plane
img139.png,405,32,465,90,plane
img139.png,27,447,136,557,plane
img139.png,564,581,641,666,plane
img139.png,808,284,875,352,plane
img14.png,676,219,746,292,plane
img14.png,129,349,193,412,plane
img14.png,374,503,443,578,plane
img14.png,860,381,913,437,plane
img140.png,636,396,702,469,plane
img140.png,385,574,435,625,plane
img140.png,417,131,513,227,plane
img140.png,208,151,249,189,plane
img140.png,122,558,180,618,plane
img141.png,280,364,363,446,plane
img141.png,550,586,653,692,plane
img141.png,483,413,532,460,plane
img141.png,867,499,968,600,plane
img141.png,338,182,387,230,plane
img141.png,592,600,652,659,plane
img141.png,906,197,968,259,plane
img141.png,231,152,326,247,plane
img141.png,902,451,963,511,plane
img141.png,539,346,615,420,plane
img141.png,196,224,244,275,plane
img141.png,252,144,298,192,plane
img141.png,234,569,274,610,plane
img142.png,444,103,491,146,plane
img142.png,17,518,125,627,plane
img142.png,361,470,404,512,plane
img142.png,292,259,392,361,plane
img142.png,836,408,914,482,plane
img143.png,887,213,969,298,plane
img143.png,355,176,423,243,plane
img143.png,619,376,687,444,plane
img143.png,143,494,203,556,plane
img143.png,567,51,620,110,plane
img143.png,108,168,192,246,plane
img143.png,98,521,167,591,plane
img143.png,157,458,242,545,plane
img143.png,853,165,934,249,plane
img143.png,391,368,445,422,plane
img143.png,762,318,834,388,plane
img144.png,115,363,189,436,plane
img144.png,843,321,910,381,plane
img144.png,844,253,925,335,plane
img144.png,235,64,301,132,plane
img144.png,424,385,497,457,plane
img144.png,678,205,720,247,plane
img144.png,486,116,584,215,plane
img144.png,620,360,717,453,plane
img144.png,142,340,227,427,plane
img144.png,339,555,416,630,plane
img145.png,846,284,899,334,plane
img145.png,448,339,514,408,plane
img146.png,865,555,946,632,plane
img146.png,27,380,105,460,plane
img146.png,251,186,290,224,plane
img146.png,369,359,462,452,plane
img146.png,384,375,430,420,plane
img146.png,527,359,615,441,plane
img146.png,769,544,842,621,plane
img146.png,700,527,762,592,plane
img146.png,588,486,683,583,plane
img146.png,436,127,476,167,plane
img146.png,426,581,504,663,plane
img146.png,235,152,324,241,plane
img146.png,495,443,581,533,plane
img147.png,747,440,808,503,plane
img147.png,507,149,575,220,plane
img147.png,450,80,551,181,plane
img147.png,802,361,882,440,plane
img147.png,362,405,416,459,plane
img147.png,672,264,753,342,plane
img147.png,151,596,207,652,plane
img147.png,35,378,91,432,plane
img147.png,825,74,907,156,plane
img147.png,654,50,736,137,plane
img147.png,643,493,682,532,plane
img148.png,913,445,960,488,plane
img148.png,296,101,329,134,plane
img148.png,415,571,452,612,plane
img148.png,229,58,303,135,plane
img148.png,433,389,475,429,plane
img148.png,533,77,577,122,plane
img148.png,838,201,926,290,plane
img148.png,629,120,682,169,plane
img148.png,834,218,886,269,plane
img148.png,794,336,831,372,plane
img148.png,172,304,210,343,plane
img149.png,167,258,197,286,plane
img149.png,88,469,134,515,plane
img149.png,875,329,931,388,plane
img149.png,819,396,872,448,plane
img149.png,580,391,690,501,plane
img149.png,573,241,623,290,plane
img149.png,771,163,811,203,plane
img149.png,73,563,126,613,plane
img15.png,344,445,400,499,plane
img15.png,605,132,693,222,plane
img150.png,698,464,758,521,plane
img150.png,209,64,286,145,plane
img150.png,395,419,470,491,plane
img150.png,617,547,683,607,plane
img151.png,733,510,815,592,plane
img151.png,807,234,900,326,plane
img151.png,440,552,523,637,plane
img151.png,699,143,736,181,plane
img151.png,349,112,448,209,plane
img151.png,662,542,712,594,plane
img151.png,559,177,658,277,plane
img151.png,225,147,258,178,plane
img151.png,889,423,954,489,plane
img151.png,651,19,736,104,plane
img151.png,755,490,820,557,plane
img151.png,340,50,388,98,plane
img151.png,659,349,722,412,plane
img151.png,531,121,589,182,plane
img152.png,395,416,443,466,plane
img152.png,200,249,256,306,plane
img152.png,49,150,139,240,plane
img152.png,685,117,778,208,plane
img153.png,536,59,626,148,plane
img153.png,901,210,941,251,plane
img153.png,223,123,281,181,plane
img153.png,390,390,460,462,plane
img153.png,145,392,211,456,plane
img153.png,465,62,528,127,plane
img153.png,688,117,743,175,plane
img153.png,247,118,311,184,plane
img154.png,498,204,600,309,plane
img155.png,670,502,702,534,plane
img155.png,657,442,752,534,plane
img155.png,67,41,120,96,plane
img155.png,691,201,776,284,plane
img156.png,530,488,613,569,plane
img156.png,581,105,660,187,plane
img156.png,706,352,774,422,plane
img156.png,689,544,734,589,plane
img156.png,498,531,603,635,plane
img156.png,423,314,481,375,plane
img156.png,466,556,511,602,plane
img156.png,637,371,705,446,plane
img156.png,804,101,868,170,plane
img156.png,879,471,960,543,plane
img156.png,801,76,879,150,plane
img156.png,298,482,391,572,plane
img156.png,100,471,132,505,plane
img157.png,655,154,713,209,plane
img157.png,401,302,479,380,plane
img157.png,27,513,93,580,plane
img157.png,847,459,920,529,plane
img157.png,277,217,359,298,plane
img157.png,895,418,938,458,plane
img157.png,104,238,152,282,plane
img157.png,898,89,973,164,plane
img158.png,583,363,652,433,plane
img158.png,181,143,260,221,plane
img158.png,555,540,598,580,plane
img158.png,170,405,216,453,plane
img158.png,472,246,553,328,plane
img158.png,759,203,818,266,plane
img158.png,572,466,635,523,plane
img158.png,40,228,122,311,plane
img158.png,604,329,640,363,plane
img158.png,782,423,861,504,plane
img158.png,440,88,493,141,plane
img158.png,846,376,916,449,plane
img159.png,528,526,610,609,plane
img159.png,457,249,509,305,plane
img159.png,390,181,453,246,plane
img159.png,881,417,957,495,plane
img16.png,288,224,348,283,plane
img16.png,693,422,749,479,plane
img16.png,257,29,335,110,plane
img16.png,475,312,576,410,plane
img16.png,338,265,423,353,plane
img16.png,293,162,380,245,plane
img16.png,362,372,413,423,plane
img16.png,742,343,814,414,plane
img16.png,587,26,647,85,plane
img16.png,405,608,446,647,plane
img16.png,183,440,226,484,plane
img16.png,167,440,220,491,plane
img16.png,479,164,515,202,plane
img16.png,751,353,805,407,plane
img16.png,865,433,942,513,plane
img160.png,612,407,702,498,plane
img160.png,710,317,752,358,plane
img160.png,301,201,382,287,plane
img160.png,468,161,566,258,plane
img160.png,884,50,989,156,plane
img160.png,728,334,783,387,plane
img160.png,791,228,871,307,plane
img161.png,697,342,796,439,plane
img161.png,236,312,310,390,plane
img161.png,374,188,445,257,plane
img162.png,381,196,470,284,plane
img162.png,152,210,201,259,plane
img162.png,412,453,460,501,plane
img162.png,494,191,579,277,plane
img163.png,68,106,177,215,plane
img163.png,202,311,301,407,plane
img163.png,126,604,174,657,plane
img163.png,634,48,683,98,plane
img163.png,25,513,123,613,plane
img164.png,416,588,501,677,plane
img164.png,840,394,874,433,plane
img165.png,689,99,736,147,plane
img165.png,920,611,955,647,plane
img165.png,212,304,264,359,plane
img165.png,64,392,126,453,plane
img165.png,706,63,740,98,plane
img165.png,494,532,596,635,plane
img165.png,576,514,641,578,plane
img165.png,530,38,620,125,plane
img165.png,514,54,592,130,plane
img165.png,652,374,710,432,plane
img165.png,752,504,829,582,plane
img165.png,642,300,739,397,plane
img166.png,632,109,672,153,plane
img166.png,558,218,646,307,plane
img166.png,702,59,788,145,plane
img166.png,744,428,801,486,plane
img167.png,637,172,695,224,plane
img167.png,300,134,348,182,plane
img167.png,663,576,746,656,plane
img167.png,888,386,955,452,plane
img167.png,606,57,647,99,plane
img167.png,721,308,813,398,plane
img167.png,726,585,760,620,plane
img167.png,634,210,732,310,plane
img168.png,594,204,665,273,plane
img168.png,736,570,780,612,plane
img168.png,354,461,435,538,plane
img168.png,524,569,614,661,plane
img168.png,467,494,529,556,plane
img168.png,196,109,262,177,plane
img168.png,790,402,822,431,plane
img168.png,440,261,539,363,plane
img168.png,904,33,967,96,plane
img168.png,498,585,537,626,plane
img168.png,411,182,502,273,plane
img169.png,654,257,717,321,plane
img169.png,146,43,195,91,plane
img169.png,230,563,320,653,plane
img169.png,401,134,500,235,plane
img169.png,599,464,679,540,plane
img169.png,446,563,512,627,plane
img169.png,130,168,210,244,plane
img169.png,724,211,805,287,plane
img169.png,778,579,833,634,plane
img169.png,462,125,515,177,plane
img169.png,463,335,506,378,plane
img169.png,165,322,209,363,plane
img169.png,94,249,145,297,plane
img17.png,450,77,538,160,plane
img17.png,756,487,803,538,plane
img17.png,276,352,311,385,plane
img17.png,863,395,915,448,plane
img17.png,812,346,889,419,plane
img17.png,742,460,778,495,plane
img17.png,710,468,741,499,plane
img17.png,79,103,127,152,plane
img17.png,264,317,315,370,plane
img17.png,556,324,611,376,plane
img17.png,408,542,509,639,plane
img17.png,304,209,364,271,plane
img170.png,169,248,219,300,plane
img170.png,691,570,728,608,plane
img170.png,146,195,191,240,plane
img170.png,373,327,466,418,plane
img170.png,644,413,727,499,plane
img170.png,333,520,384,571,plane
img170.png,126,460,168,504,plane
img171.png,828,111,871,154,plane
img171.png,654,538,757,642,plane
img171.png,343,576,422,657,plane
img171.png,526,424,587,486,plane
img171.png,52,395,130,470,plane
img171.png,676,94,777,197,plane
img171.png,33,89,104,159,plane
img171.png,543,476,609,542,plane
img171.png,715,515,786,591,plane
img171.png,180,546,236,602,plane
img171.png,546,395,579,427,plane
img172.png,134,169,213,244,plane
img172.png,428,119,482,175,plane
img172.png,489,289,538,338,plane
img172.png,489,194,549,259,plane
img172.png,713,474,754,513,plane
img172.png,675,308,730,358,plane
img172.png,704,591,779,664,plane
img172.png,178,426,272,518,plane
img172.png,443,71,541,171,plane
img172.png,630,480,692,547,plane
img172.png,788,57,864,135,plane
img172.png,165,475,216,526,plane
img172.png,494,298,535,338,plane
img172.png,455,190,503,239,plane
img173.png,34,253,90,306,plane
img173.png,92,342,179,428,plane
img173.png,883,399,926,444,plane
img173.png,763,392,830,458,plane
img173.png,473,131,545,199,plane
img173.png,744,357,849,463,plane
img173.png,763,422,817,475,plane
img173.png,610,570,696,658,plane
img173.png,368,327,448,408,plane
img173.png,799,399,867,468,plane
img173.png,520,150,566,196,plane
img173.png,68,467,142,541,plane
img174.png,91,342,172,423,plane
img174.png,710,266,758,312,plane
img174.png,408,560,449,602,plane
img175.png,904,159,949,203,plane
img175.png,854,404,934,482,plane
img175.png,168,182,232,240,plane
img175.png,77,332,162,413,plane
img176.png,95,45,137,85,plane
img176.png,80,579,114,611,plane
img176.png,777,143,837,202,plane
img176.png,598,462,657,524,plane
img176.png,401,135,497,236,plane
img176.png,697,511,801,612,plane
img177.png,403,151,505,254,plane
img177.png,102,241,163,299,plane
img177.png,380,379,458,458,plane
img177.png,32,159,90,215,plane
img177.png,683,442,730,490,plane
img177.png,415,250,470,304,plane
img177.png,752,274,854,376,plane
img177.png,370,420,462,511,plane
img177.png,117,309,187,378,plane
img177.png,802,562,878,634,plane
img177.png,568,384,608,424,plane
img177.png,122,467,169,511,plane
img178.png,814,575,909,666,plane
img179.png,773,505,851,582,plane
img179.png,876,279,946,352,plane
img179.png,77,226,183,332,plane
img179.png,76,345,120,387,plane
img179.png,731,503,833,606,plane
img179.png,723,528,800,598,plane
img18.png,806,94,880,165,plane
img18.png,605,250,695,339,plane
img18.png,374,204,432,263,plane
img18.png,214,336,273,393,plane
img18.png,404,544,466,608,plane
img18.png,222,392,295,467,plane
img18.png,355,264,417,325,plane
img18.png,739,135,837,232,plane
img180.png,142,156,189,201,plane
img180.png,780,278,864,358,plane
img180.png,94,275,141,321,plane
img180.png,882,482,973,570,plane
img181.png,800,482,876,561,plane
img181.png,155,138,241,228,plane
img181.png,75,608,117,648,plane
img182.png,285,494,355,555,plane
img182.png,161,286,230,351,plane
img182.png,195,447,262,513,plane
img182.png,374,446,404,478,plane
img182.png,189,593,254,655,plane
img182.png,105,381,153,428,plane
img182.png,785,223,825,265,plane
img183.png,450,520,507,577,plane
img184.png,480,183,522,224,plane
img184.png,836,222,873,261,plane
img184.png,749,572,817,641,plane
img184.png,244,370,311,433,plane
img184.png,331,402,398,468,plane
img184.png,781,583,866,669,plane
img184.png,487,479,582,573,plane
img185.png,551,570,584,604,plane
img185.png,695,502,775,580,plane
img185.png,254,333,335,418,plane
img186.png,563,438,623,497,plane
img186.png,292,171,345,223,plane
img186.png,387,145,431,188,plane
img186.png,597,540,638,581,plane
img186.png,331,396,425,492,plane
img186.png,558,148,643,236,plane
img186.png,445,200,518,277,plane
img186.png,366,473,437,541,plane
img186.png,126,250,214,335,plane
img187.png,209,429,275,494,plane
img188.png,759,179,862,282,plane
img188.png,46,103,126,184,plane
img188.png,189,56,264,132,plane
img188.png,331,363,387,419,plane
img188.png,410,132,492,204,plane
img188.png,506,268,575,335,plane
img188.png,558,189,605,236,plane
img189.png,368,436,412,479,plane
img189.png,679,558,751,631,plane
img189.png,684,200,738,255,plane
img189.png,380,417,457,497,plane
img189.png,489,379,541,434,plane
img189.png,429,163,528,264,plane
img189.png,424,122,490,190,plane
img189.png,255,48,295,90,plane
img189.png,754,384,798,429,plane
img189.png,717,276,789,348,plane
img189.png,482,504,582,603,plane
img189.png,730,491,792,553,plane
img19.png,369,362,425,415,plane
img19.png,237,420,288,472,plane
img19.png,85,189,156,261,plane
img19.png,647,221,723,297,plane
img19.png,632,412,670,449,plane
img19.png,357,285,433,362,plane
img19.png,378,418,468,505,plane
img19.png,253,254,337,333,plane
img19.png,129,171,190,232,plane
img19.png,826,471,908,553,plane
img190.png,115,93,194,174,plane
img190.png,648,543,686,581,plane
img190.png,847,520,893,565,plane
img190.png,768,100,824,160,plane
img190.png,201,412,298,506,plane
img190.png,364,565,467,670,plane
img190.png,768,307,850,382,plane
img190.png,51,140,113,204,plane
img190.png,273,175,342,244,plane
img190.png,86,550,157,622,plane
img190.png,123,256,197,325,plane
img190.png,819,250,904,337,plane
img190.png,492,157,541,205,plane
img190.png,83,159,134,209,plane
img190.png,899,592,985,682,plane
img191.png,884,575,938,631,plane
img191.png,64,376,138,448,plane
img191.png,149,504,222,575,plane
img191.png,427,72,488,136,plane
img191.png,429,600,474,643,plane
img191.png,510,431,604,524,plane
img191.png,458,97,518,157,plane
img191.png,705,484,754,534,plane
img191.png,673,160,735,218,plane
img191.png,586,574,665,651,plane
img191.png,785,490,855,563,plane
img191.png,408,395,471,462,plane
img192.png,859,179,924,247,plane
img192.png,268,518,355,608,plane
img192.png,797,216,899,320,plane
img192.png,515,415,557,459,plane
img192.png,548,144,619,215,plane
img192.png,270,147,313,188,plane
img192.png,156,18,262,123,plane
img192.png,701,250,748,304,plane
img192.png,258,431,320,495,plane
img192.png,600,550,655,606,plane
img192.png,301,106,356,161,plane
img192.png,734,31,837,135,plane
img192.png,377,438,445,503,plane
img193.png,442,271,475,303,plane
img193.png,307,386,364,445,plane
img193.png,651,482,717,550,plane
img193.png,293,279,380,364,plane
img194.png,427,204,473,250,plane
img194.png,723,42,822,139,plane
img194.png,221,139,278,194,plane
img194.png,24,288,128,390,plane
img194.png,526,332,567,375,plane
img194.png,65,247,147,327,plane
img194.png,405,305,474,376,plane
img194.png,127,571,184,626,plane
img194.png,348,103,450,207,plane
img194.png,713,588,762,636,plane
img194.png,64,445,133,518,plane
img195.png,212,4,304,99,plane
img195.png,83,596,133,647,plane
img196.png,440,403,513,476,plane
img196.png,543,131,614,206,plane
img196.png,211,465,259,513,plane
img196.png,798,539,847,587,plane
img196.png,563,441,659,535,plane
img196.png,272,180,364,276,plane
img196.png,341,332,434,422,plane
img197.png,48,472,133,563,plane
img197.png,646,435,727,520,plane
img197.png,263,157,324,222,plane
img197.png,691,614,733,654,plane
img197.png,241,200,304,264,plane
img197.png,624,93,668,136,plane
img197.png,847,364,901,422,plane
img197.png,638,177,692,228,plane
img197.png,171,299,271,399,plane
img197.png,157,581,232,654,plane
img198.png,342,112,415,186,plane
img198.png,799,211,863,272,plane
img198.png,637,478,694,533,plane
img198.png,390,198,447,256,plane
img198.png,788,428,845,485,plane
img198.png,871,442,921,487,plane
img198.png,158,31,237,109,plane
img198.png,489,297,569,377,plane
img198.png,423,560,454,593,plane
img198.png,163,323,248,407,plane
img198.png,616,425,676,488,plane
img198.png,471,206,513,248,plane
img199.png,200,247,233,282,plane
img199.png,104,338,140,373,plane
img199.png,672,149,758,238,plane
img199.png,731,337,825,433,plane
img199.png,88,454,143,506,plane
img199.png,653,543,740,628,plane
img199.png,777,111,876,212,plane
img2.png,349,270,392,313,plane
img2.png,292,298,383,385,plane
img2.png,849,500,923,573,plane
img2.png,764,240,831,310,plane
img20.png,616,589,697,666,plane
img20.png,313,331,388,405,plane
img200.png,87,133,166,213,plane
img200.png,823,465,881,527,plane
img200.png,339,541,417,621,plane
img200.png,247,159,299,209,plane
